date,team,resource_category,quarter,total_cost,avg_utilization,running_total_cost
2024-02-07,Finance,Storage,Q1,124.09,58.0,4284.87
2024-02-08,Finance,Storage,Q1,117.31,73.0,4402.18
2024-02-09,Finance,Storage,Q1,134.93,79.0,4537.110000000001
2024-02-10,Finance,Storage,Q1,84.63,63.0,4621.740000000001
2024-02-11,Finance,Storage,Q1,91.61,43.0,4713.35
2024-02-12,Finance,Storage,Q1,135.17,56.0,4848.52
2024-02-13,Finance,Storage,Q1,103.56,57.0,4952.080000000001
2024-02-14,Finance,Storage,Q1,136.32,62.0,5088.400000000001
2024-02-15,Finance,Storage,Q1,133.85,75.0,5222.250000000001
2024-02-16,Finance,Storage,Q1,110.07,66.0,5332.320000000001
2024-02-17,Finance,Storage,Q1,73.4,59.0,5405.72
2024-02-18,Finance,Storage,Q1,91.83,65.0,5497.55
2024-02-19,Finance,Storage,Q1,141.31,70.0,5638.860000000001
2024-02-20,Finance,Storage,Q1,123.22,61.0,5762.08
2024-02-21,Finance,Storage,Q1,119.43,55.0,5881.51
2024-02-22,Finance,Storage,Q1,137.06,69.0,6018.570000000001
2024-02-23,Finance,Storage,Q1,108.99,56.0,6127.56
2024-02-24,Finance,Storage,Q1,99.15,49.0,6226.71
2024-02-25,Finance,Storage,Q1,81.76,57.0,6308.47
2024-02-26,Finance,Storage,Q1,118.52,60.0,6426.990000000001
2024-02-27,Finance,Storage,Q1,145.09,76.0,6572.080000000001
2024-02-28,Finance,Storage,Q1,121.12,52.0,6693.200000000001
2024-02-29,Finance,Storage,Q1,126.58,61.0,6819.780000000001
2024-03-01,Finance,Storage,Q1,123.58,66.0,6943.360000000001
2024-03-02,Finance,Storage,Q1,105.3,63.0,7048.660000000001
2024-03-03,Finance,Storage,Q1,97.05,68.0,7145.710000000001
2024-03-04,Finance,Storage,Q1,138.89,69.0,7284.600000000001
2024-03-05,Finance,Storage,Q1,128.81,77.0,7413.410000000002
2024-03-06,Finance,Storage,Q1,142.24,63.0,7555.6500000000015
2024-03-07,Finance,Storage,Q1,126.53,67.0,7682.18
2024-03-08,Finance,Storage,Q1,122.42,68.0,7804.6
2024-03-09,Finance,Storage,Q1,91.68,59.0,7896.280000000001
2024-03-10,Finance,Storage,Q1,90.45,67.0,7986.7300000000005
2024-03-11,Finance,Storage,Q1,117.35,49.0,8104.080000000001
2024-03-12,Finance,Storage,Q1,129.64,59.0,8233.720000000001
2024-03-13,Finance,Storage,Q1,137.27,55.0,8370.990000000002
2024-03-14,Finance,Storage,Q1,140.64,65.0,8511.630000000001
2024-03-15,Finance,Storage,Q1,111.09,59.0,8622.720000000001
2024-03-16,Finance,Storage,Q1,114.94,70.0,8737.660000000002
2024-03-17,Finance,Storage,Q1,96.33,70.0,8833.990000000002
2024-03-18,Finance,Storage,Q1,147.45,65.0,8981.440000000002
2024-03-19,Finance,Storage,Q1,113.34,60.0,9094.780000000002
2024-03-20,Finance,Storage,Q1,137.35,62.0,9232.130000000003
2024-03-21,Finance,Storage,Q1,148.05,56.0,9380.180000000002
2024-03-22,Finance,Storage,Q1,137.69,71.0,9517.870000000003
2024-03-23,Finance,Storage,Q1,96.13,57.0,9614.0
2024-03-24,Finance,Storage,Q1,97.55,62.0,9711.55
2024-03-25,Finance,Storage,Q1,128.51,70.0,9840.06
2024-03-26,Finance,Storage,Q1,155.9,54.0,9995.96
2024-03-27,Finance,Storage,Q1,134.8,64.0,10130.759999999998
2024-03-28,Finance,Storage,Q1,157.45,67.0,10288.21
2024-03-29,Finance,Storage,Q1,150.19,73.0,10438.4
2024-03-30,Finance,Storage,Q1,83.02,58.0,10521.42
2024-03-31,Finance,Storage,Q1,102.69,59.0,10624.11
2024-04-01,Finance,Storage,Q2,125.01,55.0,10749.12
2024-04-02,Finance,Storage,Q2,141.21,46.0,10890.33
2024-04-03,Finance,Storage,Q2,155.2,70.0,11045.53
2024-04-04,Finance,Storage,Q2,143.28,57.0,11188.810000000001
2024-04-05,Finance,Storage,Q2,128.21,64.0,11317.02
2024-04-06,Finance,Storage,Q2,105.27,49.0,11422.29
2024-04-07,Finance,Storage,Q2,100.85,59.0,11523.140000000001
2024-04-08,Finance,Storage,Q2,161.85,65.0,11684.99
2024-04-09,Finance,Storage,Q2,139.28,65.0,11824.27
2024-04-10,Finance,Storage,Q2,129.29,55.0,11953.560000000001
2024-04-11,Finance,Storage,Q2,115.0,78.0,12068.560000000001
2024-04-12,Finance,Storage,Q2,145.74,71.0,12214.300000000001
2024-04-13,Finance,Storage,Q2,98.65,52.0,12312.95
2024-04-14,Finance,Storage,Q2,93.84,62.0,12406.79
2024-04-15,Finance,Storage,Q2,143.7,58.0,12550.490000000002
2024-04-16,Finance,Storage,Q2,124.49,54.0,12674.980000000001
2024-04-17,Finance,Storage,Q2,137.68,57.0,12812.660000000002
2024-04-18,Finance,Storage,Q2,141.48,65.0,12954.140000000001
2024-04-19,Finance,Storage,Q2,141.93,82.0,13096.070000000002
2024-04-20,Finance,Storage,Q2,113.63,72.0,13209.7
2024-04-21,Finance,Storage,Q2,94.92,61.0,13304.62
2024-04-22,Finance,Storage,Q2,153.01,62.0,13457.630000000001
2024-04-23,Finance,Storage,Q2,157.19,67.0,13614.820000000002
2024-04-24,Finance,Storage,Q2,143.98,77.0,13758.8
2024-04-25,Finance,Storage,Q2,154.8,62.0,13913.599999999999
2024-04-26,Finance,Storage,Q2,865.0,90.0,14778.599999999999
2024-04-27,Finance,Storage,Q2,108.45,64.0,14887.05
2024-04-28,Finance,Storage,Q2,104.86,72.0,14991.91
2024-04-29,Finance,Storage,Q2,150.73,62.0,15142.64
2024-04-30,Finance,Storage,Q2,134.68,51.0,15277.32
2024-05-01,Finance,Storage,Q2,167.46,79.0,15444.779999999999
2024-05-02,Finance,Storage,Q2,150.2,59.0,15594.98
2024-05-03,Finance,Storage,Q2,144.18,41.0,15739.16
2024-05-04,Finance,Storage,Q2,115.57,73.0,15854.73
2024-05-05,Finance,Storage,Q2,96.83,57.0,15951.56
2024-05-06,Finance,Storage,Q2,171.01,77.0,16122.57
2024-05-07,Finance,Storage,Q2,156.94,59.0,16279.51
2024-05-08,Finance,Storage,Q2,154.89,62.0,16434.4
2024-05-09,Finance,Storage,Q2,120.69,56.0,16555.09
2024-05-10,Finance,Storage,Q2,162.07,76.0,16717.16
2024-05-11,Finance,Storage,Q2,108.88,76.0,16826.04
2024-05-12,Finance,Storage,Q2,106.05,65.0,16932.09
2024-05-13,Finance,Storage,Q2,153.96,53.0,17086.05
2024-05-14,Finance,Storage,Q2,155.97,62.0,17242.02
2024-05-15,Finance,Storage,Q2,143.39,59.0,17385.41
2024-05-16,Finance,Storage,Q2,161.51,70.0,17546.92
2024-05-17,Finance,Storage,Q2,149.65,51.0,17696.57
2024-05-18,Finance,Storage,Q2,114.51,77.0,17811.079999999998
2024-05-19,Finance,Storage,Q2,112.9,73.0,17923.98
2024-05-20,Finance,Storage,Q2,158.61,45.0,18082.59
2024-05-21,Finance,Storage,Q2,154.13,65.0,18236.72
2024-05-22,Finance,Storage,Q2,154.53,60.0,18391.25
2024-05-23,Finance,Storage,Q2,168.13,61.0,18559.38
2024-05-24,Finance,Storage,Q2,159.45,57.0,18718.83
2024-05-25,Finance,Storage,Q2,115.8,63.0,18834.63
2024-05-26,Finance,Storage,Q2,107.64,66.0,18942.27
2024-05-27,Finance,Storage,Q2,178.9,75.0,19121.170000000002
2024-05-28,Finance,Storage,Q2,130.8,58.0,19251.97
2024-05-29,Finance,Storage,Q2,150.01,47.0,19401.98
2024-05-30,Finance,Storage,Q2,164.89,60.0,19566.87
2024-05-31,Finance,Storage,Q2,151.07,60.0,19717.94
2024-06-01,Finance,Storage,Q2,110.39,71.0,19828.329999999998
2024-06-02,Finance,Storage,Q2,103.34,52.0,19931.67
2024-06-03,Finance,Storage,Q2,163.27,50.0,20094.94
2024-06-04,Finance,Storage,Q2,163.92,71.0,20258.859999999997
2024-06-05,Finance,Storage,Q2,159.32,58.0,20418.179999999997
2024-06-06,Finance,Storage,Q2,153.21,60.0,20571.389999999996
2024-06-07,Finance,Storage,Q2,141.83,68.0,20713.219999999998
2024-06-08,Finance,Storage,Q2,134.64,66.0,20847.859999999997
2024-06-09,Finance,Storage,Q2,108.87,76.0,20956.729999999996
2024-06-10,Finance,Storage,Q2,183.05,71.0,21139.779999999995
2024-06-11,Finance,Storage,Q2,160.0,56.0,21299.78
2024-06-12,Finance,Storage,Q2,162.24,63.0,21462.02
2024-06-13,Finance,Storage,Q2,199.88,70.0,21661.9
2024-06-14,Finance,Storage,Q2,139.35,71.0,21801.25
2024-06-15,Finance,Storage,Q2,132.45,74.0,21933.7
2024-06-16,Finance,Storage,Q2,129.76,78.0,22063.46
2024-06-17,Finance,Storage,Q2,178.38,75.0,22241.84
2024-06-18,Finance,Storage,Q2,151.61,61.0,22393.45
2024-06-19,Finance,Storage,Q2,173.58,67.0,22567.030000000002
2024-06-20,Finance,Storage,Q2,171.42,71.0,22738.45
2024-06-21,Finance,Storage,Q2,151.14,66.0,22889.59
2024-06-22,Finance,Storage,Q2,104.21,76.0,22993.8
2024-06-23,Finance,Storage,Q2,130.6,78.0,23124.399999999998
2024-06-24,Finance,Storage,Q2,171.6,65.0,23295.999999999996
2024-06-25,Finance,Storage,Q2,140.5,63.0,23436.499999999996
2024-06-26,Finance,Storage,Q2,140.21,68.0,23576.709999999995
2024-06-27,Finance,Storage,Q2,164.59,74.0,23741.3
2024-06-28,Finance,Storage,Q2,154.19,63.0,23895.489999999998
2024-06-29,Finance,Storage,Q2,128.56,69.0,24024.05
2024-06-30,Finance,Storage,Q2,115.81,68.0,24139.86
2024-07-01,Finance,Storage,Q3,188.24,57.0,24328.100000000002
2024-07-02,Finance,Storage,Q3,176.85,64.0,24504.95
2024-07-03,Finance,Storage,Q3,177.93,66.0,24682.88
2024-07-04,Finance,Storage,Q3,181.67,64.0,24864.55
2024-07-05,Finance,Storage,Q3,155.36,65.0,25019.91
2024-07-06,Finance,Storage,Q3,127.4,64.0,25147.31
2024-07-07,Finance,Storage,Q3,110.61,72.0,25257.920000000002
2024-07-08,Finance,Storage,Q3,196.3,83.0,25454.22
2024-07-09,Finance,Storage,Q3,177.82,67.0,25632.04
2024-07-10,Finance,Storage,Q3,153.83,62.0,25785.870000000003
2024-07-11,Finance,Storage,Q3,156.54,59.0,25942.410000000003
2024-07-12,Finance,Storage,Q3,157.13,48.0,26099.540000000005
2024-07-13,Finance,Storage,Q3,120.25,52.0,26219.79
2024-07-14,Finance,Storage,Q3,114.52,66.0,26334.31
2024-07-15,Finance,Storage,Q3,168.36,57.0,26502.670000000002
2024-07-16,Finance,Storage,Q3,182.99,66.0,26685.660000000003
2024-07-17,Finance,Storage,Q3,167.27,70.0,26852.930000000004
2024-07-18,Finance,Storage,Q3,163.12,79.0,27016.050000000003
2024-07-19,Finance,Storage,Q3,162.97,62.0,27179.020000000004
2024-07-20,Finance,Storage,Q3,132.63,73.0,27311.650000000005
2024-07-21,Finance,Storage,Q3,126.02,56.0,27437.670000000006
2024-07-22,Finance,Storage,Q3,167.49,55.0,27605.160000000007
2024-07-23,Finance,Storage,Q3,161.13,73.0,27766.290000000008
2024-07-24,Finance,Storage,Q3,161.75,53.0,27928.040000000008
2024-07-25,Finance,Storage,Q3,186.14,75.0,28114.180000000008
2024-07-26,Finance,Storage,Q3,144.52,46.0,28258.700000000008
2024-07-27,Finance,Storage,Q3,118.25,49.0,28376.950000000008
2024-07-28,Finance,Storage,Q3,96.92,55.0,28473.870000000006
2024-07-29,Finance,Storage,Q3,173.04,78.0,28646.91
2024-07-30,Finance,Storage,Q3,173.76,57.0,28820.67
2024-07-31,Finance,Storage,Q3,189.86,78.0,29010.53
2024-08-01,Finance,Storage,Q3,163.43,63.0,29173.96
2024-08-02,Finance,Storage,Q3,154.01,67.0,29327.969999999998
2024-08-03,Finance,Storage,Q3,134.62,65.0,29462.589999999997
2024-08-04,Finance,Storage,Q3,110.15,61.0,29572.739999999998
2024-08-05,Finance,Storage,Q3,184.54,67.0,29757.28
2024-08-06,Finance,Storage,Q3,161.44,71.0,29918.719999999998
2024-08-07,Finance,Storage,Q3,175.09,73.0,30093.809999999998
2024-08-08,Finance,Storage,Q3,173.35,63.0,30267.159999999996
2024-08-09,Finance,Storage,Q3,161.56,73.0,30428.719999999998
2024-08-10,Finance,Storage,Q3,131.19,57.0,30559.909999999996
2024-08-11,Finance,Storage,Q3,117.91,57.0,30677.819999999996
2024-08-12,Finance,Storage,Q3,164.94,63.0,30842.759999999995
2024-08-13,Finance,Storage,Q3,177.03,66.0,31019.789999999994
2024-08-14,Finance,Storage,Q3,161.09,68.0,31180.88
2024-08-15,Finance,Storage,Q3,163.71,60.0,31344.59
2024-08-16,Finance,Storage,Q3,155.98,69.0,31500.57
2024-08-17,Finance,Storage,Q3,111.59,63.0,31612.16
2024-08-18,Finance,Storage,Q3,115.66,72.0,31727.82
2024-08-19,Finance,Storage,Q3,180.04,69.0,31907.86
2024-08-20,Finance,Storage,Q3,165.82,62.0,32073.68
2024-08-21,Finance,Storage,Q3,187.22,72.0,32260.9
2024-08-22,Finance,Storage,Q3,172.04,66.0,32432.940000000002
2024-08-23,Finance,Storage,Q3,160.65,61.0,32593.590000000004
2024-08-24,Finance,Storage,Q3,128.35,68.0,32721.940000000002
2024-08-25,Finance,Storage,Q3,123.47,67.0,32845.41
2024-08-26,Finance,Storage,Q3,127.4,50.0,32972.810000000005
2024-08-27,Finance,Storage,Q3,167.08,75.0,33139.89000000001
2024-08-28,Finance,Storage,Q3,156.59,54.0,33296.48
2024-08-29,Finance,Storage,Q3,187.4,65.0,33483.880000000005
2024-08-30,Finance,Storage,Q3,167.83,72.0,33651.71
2024-08-31,Finance,Storage,Q3,133.48,63.0,33785.19
2024-09-01,Finance,Storage,Q3,125.9,53.0,33911.090000000004
2024-09-02,Finance,Storage,Q3,152.31,60.0,34063.4
2024-09-03,Finance,Storage,Q3,165.48,52.0,34228.880000000005
2024-09-04,Finance,Storage,Q3,171.43,64.0,34400.310000000005
2024-09-05,Finance,Storage,Q3,184.71,52.0,34585.020000000004
2024-09-06,Finance,Storage,Q3,157.02,58.0,34742.04
2024-09-07,Finance,Storage,Q3,124.16,63.0,34866.200000000004
2024-09-08,Finance,Storage,Q3,130.81,76.0,34997.01
2024-09-09,Finance,Storage,Q3,187.22,68.0,35184.23
2024-09-10,Finance,Storage,Q3,192.42,74.0,35376.65
2024-09-11,Finance,Storage,Q3,187.28,71.0,35563.93
2024-09-12,Finance,Storage,Q3,186.49,74.0,35750.42
2024-09-13,Finance,Storage,Q3,162.23,53.0,35912.65
2024-09-14,Finance,Storage,Q3,132.69,70.0,36045.340000000004
2024-09-15,Finance,Storage,Q3,117.45,52.0,36162.79
2024-09-16,Finance,Storage,Q3,166.4,60.0,36329.19
2024-09-17,Finance,Storage,Q3,164.4,70.0,36493.590000000004
2024-09-18,Finance,Storage,Q3,177.51,60.0,36671.100000000006
2024-09-19,Finance,Storage,Q3,159.84,52.0,36830.94
2024-09-20,Finance,Storage,Q3,167.06,61.0,36998.0
2024-09-21,Finance,Storage,Q3,111.67,63.0,37109.67
2024-09-22,Finance,Storage,Q3,111.51,61.0,37221.18
2024-09-23,Finance,Storage,Q3,196.14,73.0,37417.32
2024-09-24,Finance,Storage,Q3,161.69,71.0,37579.01
2024-09-25,Finance,Storage,Q3,182.42,67.0,37761.43
2024-09-26,Finance,Storage,Q3,173.84,67.0,37935.27
2024-09-27,Finance,Storage,Q3,156.27,75.0,38091.53999999999
2024-09-28,Finance,Storage,Q3,139.12,60.0,38230.659999999996
2024-09-29,Finance,Storage,Q3,119.5,67.0,38350.159999999996
2024-09-30,Finance,Storage,Q3,151.59,66.0,38501.74999999999
2024-10-01,Finance,Storage,Q4,157.93,66.0,38659.68
2024-10-02,Finance,Storage,Q4,173.87,64.0,38833.55
2024-10-03,Finance,Storage,Q4,175.08,64.0,39008.630000000005
2024-10-04,Finance,Storage,Q4,158.7,49.0,39167.33
2024-10-05,Finance,Storage,Q4,131.54,60.0,39298.87
2024-10-06,Finance,Storage,Q4,127.99,64.0,39426.86
2024-10-07,Finance,Storage,Q4,183.9,67.0,39610.76
2024-10-08,Finance,Storage,Q4,170.94,68.0,39781.700000000004
2024-10-09,Finance,Storage,Q4,168.34,59.0,39950.04
2024-10-10,Finance,Storage,Q4,174.21,66.0,40124.25
2024-10-11,Finance,Storage,Q4,142.97,61.0,40267.22
2024-10-12,Finance,Storage,Q4,124.55,69.0,40391.770000000004
2024-10-13,Finance,Storage,Q4,127.3,65.0,40519.07000000001
2024-10-14,Finance,Storage,Q4,173.93,64.0,40693.00000000001
2024-10-15,Finance,Storage,Q4,200.21,65.0,40893.21000000001
2024-10-16,Finance,Storage,Q4,185.24,63.0,41078.450000000004
2024-10-17,Finance,Storage,Q4,183.06,78.0,41261.51
2024-10-18,Finance,Storage,Q4,170.7,70.0,41432.21
2024-10-19,Finance,Storage,Q4,127.69,62.0,41559.9
2024-10-20,Finance,Storage,Q4,131.46,59.0,41691.36
2024-10-21,Finance,Storage,Q4,146.09,60.0,41837.45
2024-10-22,Finance,Storage,Q4,185.19,78.0,42022.64
2024-10-23,Finance,Storage,Q4,181.44,78.0,42204.08
2024-10-24,Finance,Storage,Q4,198.59,68.0,42402.67
2024-10-25,Finance,Storage,Q4,158.31,59.0,42560.979999999996
2024-10-26,Finance,Storage,Q4,125.77,78.0,42686.74999999999
2024-10-27,Finance,Storage,Q4,133.66,73.0,42820.409999999996
2024-10-28,Finance,Storage,Q4,181.33,65.0,43001.74
2024-10-29,Finance,Storage,Q4,192.42,72.0,43194.159999999996
2024-10-30,Finance,Storage,Q4,191.53,66.0,43385.689999999995
2024-10-31,Finance,Storage,Q4,156.27,45.0,43541.95999999999
2024-11-01,Finance,Storage,Q4,153.42,55.0,43695.37999999999
2024-11-02,Finance,Storage,Q4,141.31,67.0,43836.69
2024-11-03,Finance,Storage,Q4,117.87,54.0,43954.560000000005
2024-11-04,Finance,Storage,Q4,195.32,62.0,44149.880000000005
2024-11-05,Finance,Storage,Q4,170.85,60.0,44320.73
2024-11-06,Finance,Storage,Q4,205.82,70.0,44526.55
2024-11-07,Finance,Storage,Q4,229.65,61.0,44756.200000000004
2024-11-08,Finance,Storage,Q4,166.49,66.0,44922.69
2024-11-09,Finance,Storage,Q4,139.48,71.0,45062.170000000006
2024-11-10,Finance,Storage,Q4,133.97,59.0,45196.14000000001
2024-11-11,Finance,Storage,Q4,201.48,71.0,45397.62000000001
2024-11-12,Finance,Storage,Q4,190.22,78.0,45587.84000000001
2024-11-13,Finance,Storage,Q4,195.71,72.0,45783.55000000001
2024-11-14,Finance,Storage,Q4,198.88,77.0,45982.43000000001
2024-11-15,Finance,Storage,Q4,173.81,47.0,46156.240000000005
2024-11-16,Finance,Storage,Q4,132.34,71.0,46288.58
2024-11-17,Finance,Storage,Q4,130.89,71.0,46419.47
2024-11-18,Finance,Storage,Q4,181.62,67.0,46601.090000000004
2024-11-19,Finance,Storage,Q4,196.96,63.0,46798.05
2024-11-20,Finance,Storage,Q4,206.9,59.0,47004.950000000004
2024-11-21,Finance,Storage,Q4,1073.31,100.0,48078.26
2024-11-22,Finance,Storage,Q4,183.55,66.0,48261.810000000005
2024-11-23,Finance,Storage,Q4,151.89,60.0,48413.700000000004
2024-11-24,Finance,Storage,Q4,146.72,76.0,48560.420000000006
2024-11-25,Finance,Storage,Q4,188.24,62.0,48748.66
2024-11-26,Finance,Storage,Q4,182.65,98.0,48931.310000000005
2024-11-27,Finance,Storage,Q4,208.87,67.0,49140.18000000001
2024-11-28,Finance,Storage,Q4,181.82,53.0,49322.00000000001
2024-11-29,Finance,Storage,Q4,170.95,52.0,49492.950000000004
2024-11-30,Finance,Storage,Q4,132.79,72.0,49625.740000000005
2024-12-01,Finance,Storage,Q4,144.49,74.0,49770.23
2024-12-02,Finance,Storage,Q4,208.46,56.0,49978.69
2024-12-03,Finance,Storage,Q4,215.7,64.0,50194.39
2024-12-04,Finance,Storage,Q4,236.2,69.0,50430.590000000004
2024-12-05,Finance,Storage,Q4,213.61,63.0,50644.200000000004
2024-12-06,Finance,Storage,Q4,196.55,66.0,50840.75000000001
2024-12-07,Finance,Storage,Q4,158.4,68.0,50999.15000000001
2024-12-08,Finance,Storage,Q4,123.96,59.0,51123.11000000001
2024-12-09,Finance,Storage,Q4,206.74,52.0,51329.850000000006
2024-12-10,Finance,Storage,Q4,206.63,70.0,51536.48
2024-12-11,Finance,Storage,Q4,928.73,90.0,52465.21000000001
2024-12-12,Finance,Storage,Q4,243.4,68.0,52708.61000000001
2024-12-13,Finance,Storage,Q4,172.52,69.0,52881.130000000005
2024-12-14,Finance,Storage,Q4,161.27,61.0,53042.4
2024-12-15,Finance,Storage,Q4,1771.62,86.0,54814.020000000004
2024-12-16,Finance,Storage,Q4,373.52,59.0,55187.54
2024-12-17,Finance,Storage,Q4,423.76,71.0,55611.3
2024-12-18,Finance,Storage,Q4,384.66,78.0,55995.96000000001
2024-12-19,Finance,Storage,Q4,339.21,59.0,56335.170000000006
2024-12-20,Finance,Storage,Q4,336.91,64.0,56672.08
2024-12-21,Finance,Storage,Q4,262.13,64.0,56934.21
2024-12-22,Finance,Storage,Q4,213.12,63.0,57147.33
2024-12-23,Finance,Storage,Q4,385.29,79.0,57532.62
2024-12-24,Finance,Storage,Q4,374.09,59.0,57906.71
2024-12-25,Finance,Storage,Q4,225.56,63.0,58132.27
2024-12-26,Finance,Storage,Q4,216.93,55.0,58349.2
2024-12-27,Finance,Storage,Q4,198.8,60.0,58548.0
2024-12-28,Finance,Storage,Q4,159.49,66.0,58707.49
2024-12-29,Finance,Storage,Q4,138.19,76.0,58845.68
2024-12-30,Finance,Storage,Q4,219.86,87.0,59065.54
2024-01-01,MAC4,Database,Q1,174.79,57.0,174.79
2024-01-02,MAC4,Database,Q1,183.42,64.0,358.21
2024-01-03,MAC4,Database,Q1,143.7,61.0,501.90999999999997
2024-01-04,MAC4,Database,Q1,160.6,86.0,662.51
2024-01-05,MAC4,Database,Q1,156.7,56.0,819.21
2024-01-06,MAC4,Database,Q1,108.9,65.0,928.11
2024-01-07,MAC4,Database,Q1,104.32,79.0,1032.43
2024-01-08,MAC4,Database,Q1,164.51,69.0,1196.94
2024-01-09,MAC4,Database,Q1,179.7,68.0,1376.64
2024-01-10,MAC4,Database,Q1,172.31,72.0,1548.95
2024-01-11,MAC4,Database,Q1,156.68,69.0,1705.63
2024-01-12,MAC4,Database,Q1,166.95,64.0,1872.5800000000002
2024-01-13,MAC4,Database,Q1,124.5,66.0,1997.0800000000002
2024-01-14,MAC4,Database,Q1,113.52,64.0,2110.6000000000004
2024-01-15,MAC4,Database,Q1,147.53,75.0,2258.1300000000006
2024-01-16,MAC4,Database,Q1,151.91,83.0,2410.0400000000004
2024-01-17,MAC4,Database,Q1,165.68,61.0,2575.7200000000003
2024-01-18,MAC4,Database,Q1,156.25,58.0,2731.9700000000003
2024-01-19,MAC4,Database,Q1,171.33,61.0,2903.3
2024-01-20,MAC4,Database,Q1,103.98,55.0,3007.28
2024-01-21,MAC4,Database,Q1,102.91,59.0,3110.19
2024-01-22,MAC4,Database,Q1,178.75,67.0,3288.94
2024-01-23,MAC4,Database,Q1,163.63,64.0,3452.57
2024-01-24,MAC4,Database,Q1,172.47,72.0,3625.04
2024-01-25,MAC4,Database,Q1,151.69,60.0,3776.73
2024-01-26,MAC4,Database,Q1,146.37,75.0,3923.1
2024-01-27,MAC4,Database,Q1,125.29,74.0,4048.39
2024-01-28,MAC4,Database,Q1,125.72,79.0,4174.11
2024-01-29,MAC4,Database,Q1,156.75,77.0,4330.86
2024-01-30,MAC4,Database,Q1,191.86,61.0,4522.719999999999
2024-01-31,MAC4,Database,Q1,154.44,67.0,4677.159999999999
2024-02-01,MAC4,Database,Q1,167.75,56.0,4844.909999999999
2024-02-02,MAC4,Database,Q1,172.64,57.0,5017.549999999999
2024-02-03,MAC4,Database,Q1,118.85,72.0,5136.4
2024-02-04,MAC4,Database,Q1,106.94,58.0,5243.339999999999
2024-02-05,MAC4,Database,Q1,163.63,62.0,5406.969999999999
2024-02-06,MAC4,Database,Q1,172.01,52.0,5578.98
2024-02-07,MAC4,Database,Q1,164.4,64.0,5743.38
2024-02-08,MAC4,Database,Q1,174.98,67.0,5918.36
2024-02-09,MAC4,Database,Q1,142.09,51.0,6060.45
2024-02-10,MAC4,Database,Q1,117.31,74.0,6177.76
2024-02-11,MAC4,Database,Q1,108.98,60.0,6286.74
2024-02-12,MAC4,Database,Q1,182.44,60.0,6469.179999999999
2024-02-13,MAC4,Database,Q1,149.89,67.0,6619.07
2024-02-14,MAC4,Database,Q1,149.27,53.0,6768.34
2024-02-15,MAC4,Database,Q1,173.82,60.0,6942.16
2024-02-16,MAC4,Database,Q1,188.41,58.0,7130.57
2024-02-17,MAC4,Database,Q1,140.48,77.0,7271.049999999999
2024-02-18,MAC4,Database,Q1,116.56,59.0,7387.61
2024-02-19,MAC4,Database,Q1,168.18,56.0,7555.79
2024-02-20,MAC4,Database,Q1,174.45,62.0,7730.24
2024-02-21,MAC4,Database,Q1,198.71,64.0,7928.95
2024-02-22,MAC4,Database,Q1,177.91,58.0,8106.86
2024-02-23,MAC4,Database,Q1,166.53,79.0,8273.39
2024-02-24,MAC4,Database,Q1,137.32,74.0,8410.71
2024-02-25,MAC4,Database,Q1,107.21,46.0,8517.919999999998
2024-02-26,MAC4,Database,Q1,157.0,73.0,8674.919999999998
2024-02-27,MAC4,Database,Q1,168.73,58.0,8843.649999999998
2024-02-28,MAC4,Database,Q1,176.99,50.0,9020.639999999998
2024-02-29,MAC4,Database,Q1,160.1,55.0,9180.739999999998
2024-03-01,MAC4,Database,Q1,182.11,81.0,9362.849999999999
2024-03-02,MAC4,Database,Q1,125.33,55.0,9488.179999999998
2024-03-03,MAC4,Database,Q1,122.69,75.0,9610.869999999999
2024-03-04,MAC4,Database,Q1,164.33,58.0,9775.199999999999
2024-03-05,MAC4,Database,Q1,163.04,65.0,9938.24
2024-03-06,MAC4,Database,Q1,166.77,49.0,10105.01
2024-03-07,MAC4,Database,Q1,185.14,75.0,10290.15
2024-03-08,MAC4,Database,Q1,181.18,69.0,10471.33
2024-03-09,MAC4,Database,Q1,118.93,70.0,10590.26
2024-03-10,MAC4,Database,Q1,120.94,76.0,10711.199999999999
2024-03-11,MAC4,Database,Q1,210.75,59.0,10921.949999999999
2024-03-12,MAC4,Database,Q1,184.11,78.0,11106.06
2024-03-13,MAC4,Database,Q1,177.32,62.0,11283.38
2024-03-14,MAC4,Database,Q1,181.4,63.0,11464.779999999999
2024-03-15,MAC4,Database,Q1,163.4,55.0,11628.179999999998
2024-03-16,MAC4,Database,Q1,135.58,68.0,11763.759999999998
2024-03-17,MAC4,Database,Q1,125.67,75.0,11889.429999999998
2024-03-18,MAC4,Database,Q1,194.73,60.0,12084.159999999998
2024-03-19,MAC4,Database,Q1,151.99,58.0,12236.149999999998
2024-03-20,MAC4,Database,Q1,165.13,65.0,12401.279999999997
2024-03-21,MAC4,Database,Q1,446.37,100.0,12847.649999999998
2024-03-22,MAC4,Database,Q1,168.42,51.0,13016.069999999998
2024-03-23,MAC4,Database,Q1,127.14,55.0,13143.209999999997
2024-03-24,MAC4,Database,Q1,118.9,62.0,13262.109999999997
2024-03-25,MAC4,Database,Q1,185.19,67.0,13447.299999999997
2024-03-26,MAC4,Database,Q1,206.25,66.0,13653.55
2024-03-27,MAC4,Database,Q1,178.57,49.0,13832.119999999999
2024-03-28,MAC4,Database,Q1,178.77,59.0,14010.89
2024-03-29,MAC4,Database,Q1,172.15,57.0,14183.039999999999
