date,team,resource_category,resource_name,cost,utilization,is_weekend,month,quarter
2024-02-28,MAC3,Database,EmployeeDB,431.9,67,False,2,Q1
2024-02-28,MAC4,Compute,Notification-Service,327.89,76,False,2,Q1
2024-02-28,MAC4,Storage,DataLakeStorage,103.95,69,False,2,Q1
2024-02-28,MAC4,Database,InventoryDB,176.99,50,False,2,Q1
2024-02-28,MAC5,Compute,Analytics-Engine,803.63,70,False,2,Q1
2024-02-28,MAC5,Storage,AuditLogStorage,321.65,53,False,2,Q1
2024-02-28,MAC5,Database,InventoryDB,467.73,78,False,2,Q1
2024-02-28,MAC6,Compute,Integration-Gateway,616.89,67,False,2,Q1
2024-02-28,MAC6,Storage,AuditLogStorage,232.16,64,False,2,Q1
2024-02-28,MAC6,Database,FinanceDB,310.56,52,False,2,Q1
2024-02-29,Finance,Compute,Analytics-Engine,387.3,67,False,2,Q1
2024-02-29,Finance,Storage,AuditLogStorage,126.58,61,False,2,Q1
2024-02-29,Finance,Database,ReportingDB,264.46,83,False,2,Q1
2024-02-29,HR,Compute,OrderProcessing-Service,218.24,69,False,2,Q1
2024-02-29,HR,Storage,DataLakeStorage,64.21,53,False,2,Q1
2024-02-29,HR,Database,CustomerDB,121.15,59,False,2,Q1
2024-02-29,MAC1,Compute,Analytics-Engine,528.44,56,False,2,Q1
2024-02-29,MAC1,Storage,DocumentArchive,192.48,56,False,2,Q1
2024-02-29,MAC1,Database,ReportingDB,301.99,58,False,2,Q1
2024-02-29,MAC2,Compute,Integration-Gateway,429.5,70,False,2,Q1
2024-02-29,MAC2,Storage,DocumentArchive,153.23,63,False,2,Q1
2024-02-29,MAC2,Database,CustomerDB,302.14,64,False,2,Q1
2024-02-29,MAC3,Compute,OrderProcessing-Service,605.11,61,False,2,Q1
2024-02-29,MAC3,Storage,BackupStorageAccount,271.45,69,False,2,Q1
2024-02-29,MAC3,Database,EmployeeDB,363.23,67,False,2,Q1
2024-02-29,MAC4,Compute,Notification-Service,260.79,67,False,2,Q1
2024-02-29,MAC4,Storage,DataLakeStorage,103.38,63,False,2,Q1
2024-02-29,MAC4,Database,InventoryDB,160.1,55,False,2,Q1
2024-02-29,MAC5,Compute,Analytics-Engine,857.66,76,False,2,Q1
2024-02-29,MAC5,Storage,AuditLogStorage,306.64,66,False,2,Q1
2024-02-29,MAC5,Database,InventoryDB,391.51,54,False,2,Q1
2024-02-29,MAC6,Compute,Integration-Gateway,559.68,57,False,2,Q1
2024-02-29,MAC6,Storage,AuditLogStorage,199.63,57,False,2,Q1
2024-02-29,MAC6,Database,FinanceDB,368.07,64,False,2,Q1
2024-03-01,Finance,Compute,Analytics-Engine,284.34,41,False,3,Q1
2024-03-01,Finance,Storage,AuditLogStorage,123.58,66,False,3,Q1
2024-03-01,Finance,Database,ReportingDB,180.15,53,False,3,Q1
2024-03-01,HR,Compute,OrderProcessing-Service,178.6,74,False,3,Q1
2024-03-01,HR,Storage,DataLakeStorage,61.16,66,False,3,Q1
2024-03-01,HR,Database,CustomerDB,110.23,48,False,3,Q1
2024-03-01,MAC1,Compute,Analytics-Engine,554.77,68,False,3,Q1
2024-03-01,MAC1,Storage,DocumentArchive,211.52,97,False,3,Q1
2024-03-01,MAC1,Database,ReportingDB,266.14,72,False,3,Q1
2024-03-01,MAC2,Compute,Integration-Gateway,441.62,66,False,3,Q1
2024-03-01,MAC2,Storage,DocumentArchive,168.53,61,False,3,Q1
2024-03-01,MAC2,Database,CustomerDB,264.41,66,False,3,Q1
2024-03-01,MAC3,Compute,OrderProcessing-Service,567.66,66,False,3,Q1
2024-03-01,MAC3,Storage,BackupStorageAccount,241.31,54,False,3,Q1
2024-03-01,MAC3,Database,EmployeeDB,368.03,73,False,3,Q1
2024-03-01,MAC4,Compute,Notification-Service,275.42,66,False,3,Q1
2024-03-01,MAC4,Storage,DataLakeStorage,94.82,69,False,3,Q1
2024-03-01,MAC4,Database,InventoryDB,182.11,81,False,3,Q1
2024-03-01,MAC5,Compute,Analytics-Engine,816.19,69,False,3,Q1
2024-03-01,MAC5,Storage,AuditLogStorage,327.76,75,False,3,Q1
2024-03-01,MAC5,Database,InventoryDB,445.83,68,False,3,Q1
2024-03-01,MAC6,Compute,Integration-Gateway,555.73,63,False,3,Q1
2024-03-01,MAC6,Storage,AuditLogStorage,218.72,67,False,3,Q1
2024-03-01,MAC6,Database,FinanceDB,358.51,66,False,3,Q1
2024-03-02,Finance,Compute,Analytics-Engine,295.7,77,True,3,Q1
2024-03-02,Finance,Storage,AuditLogStorage,105.3,63,True,3,Q1
2024-03-02,Finance,Database,ReportingDB,162.58,70,True,3,Q1
2024-03-02,HR,Compute,OrderProcessing-Service,151.23,79,True,3,Q1
2024-03-02,HR,Storage,DataLakeStorage,45.52,61,True,3,Q1
2024-03-02,HR,Database,CustomerDB,71.78,57,True,3,Q1
2024-03-02,MAC1,Compute,Analytics-Engine,427.82,64,True,3,Q1
2024-03-02,MAC1,Storage,DocumentArchive,161.99,65,True,3,Q1
2024-03-02,MAC1,Database,ReportingDB,248.42,56,True,3,Q1
2024-03-02,MAC2,Compute,Integration-Gateway,345.05,41,True,3,Q1
2024-03-02,MAC2,Storage,DocumentArchive,126.32,51,True,3,Q1
2024-03-02,MAC2,Database,CustomerDB,230.31,74,True,3,Q1
2024-03-02,MAC3,Compute,OrderProcessing-Service,508.19,78,True,3,Q1
2024-03-02,MAC3,Storage,BackupStorageAccount,174.91,76,True,3,Q1
2024-03-02,MAC3,Database,EmployeeDB,311.08,65,True,3,Q1
2024-03-02,MAC4,Compute,Notification-Service,237.93,59,True,3,Q1
2024-03-02,MAC4,Storage,DataLakeStorage,71.3,57,True,3,Q1
2024-03-02,MAC4,Database,InventoryDB,125.33,55,True,3,Q1
2024-03-02,MAC5,Compute,Analytics-Engine,689.21,66,True,3,Q1
2024-03-02,MAC5,Storage,AuditLogStorage,253.58,61,True,3,Q1
2024-03-02,MAC5,Database,InventoryDB,306.48,62,True,3,Q1
2024-03-02,MAC6,Compute,Integration-Gateway,362.49,59,True,3,Q1
2024-03-02,MAC6,Storage,AuditLogStorage,146.58,77,True,3,Q1
2024-03-02,MAC6,Database,FinanceDB,294.34,68,True,3,Q1
2024-03-03,Finance,Compute,Analytics-Engine,273.1,61,True,3,Q1
2024-03-03,Finance,Storage,AuditLogStorage,97.05,68,True,3,Q1
2024-03-03,Finance,Database,ReportingDB,168.84,75,True,3,Q1
2024-03-03,HR,Compute,OrderProcessing-Service,141.31,69,True,3,Q1
2024-03-03,HR,Storage,DataLakeStorage,39.2,52,True,3,Q1
2024-03-03,HR,Database,CustomerDB,77.27,65,True,3,Q1
2024-03-03,MAC1,Compute,Analytics-Engine,340.49,81,True,3,Q1
2024-03-03,MAC1,Storage,DocumentArchive,163.24,74,True,3,Q1
2024-03-03,MAC1,Database,ReportingDB,230.08,63,True,3,Q1
2024-03-03,MAC2,Compute,Integration-Gateway,299.14,62,True,3,Q1
2024-03-03,MAC2,Storage,DocumentArchive,123.66,55,True,3,Q1
2024-03-03,MAC2,Database,CustomerDB,203.76,64,True,3,Q1
2024-03-03,MAC3,Compute,OrderProcessing-Service,392.26,52,True,3,Q1
2024-03-03,MAC3,Storage,BackupStorageAccount,172.94,78,True,3,Q1
2024-03-03,MAC3,Database,EmployeeDB,285.72,55,True,3,Q1
2024-03-03,MAC4,Compute,Notification-Service,214.04,53,True,3,Q1
2024-03-03,MAC4,Storage,DataLakeStorage,78.36,64,True,3,Q1
2024-03-03,MAC4,Database,InventoryDB,122.69,75,True,3,Q1
2024-03-03,MAC5,Compute,Analytics-Engine,532.18,50,True,3,Q1
2024-03-03,MAC5,Storage,AuditLogStorage,222.19,71,True,3,Q1
2024-03-03,MAC5,Database,InventoryDB,297.8,38,True,3,Q1
2024-03-03,MAC6,Compute,Integration-Gateway,389.7,68,True,3,Q1
2024-03-03,MAC6,Storage,AuditLogStorage,170.43,64,True,3,Q1
2024-03-03,MAC6,Database,FinanceDB,250.63,73,True,3,Q1
2024-03-04,Finance,Compute,Analytics-Engine,310.25,56,False,3,Q1
2024-03-04,Finance,Storage,AuditLogStorage,138.89,69,False,3,Q1
2024-03-04,Finance,Database,ReportingDB,233.29,63,False,3,Q1
2024-03-04,HR,Compute,OrderProcessing-Service,157.24,52,False,3,Q1
2024-03-04,HR,Storage,DataLakeStorage,68.86,58,False,3,Q1
2024-03-04,HR,Database,CustomerDB,115.32,68,False,3,Q1
2024-03-04,MAC1,Compute,Analytics-Engine,535.58,65,False,3,Q1
2024-03-04,MAC1,Storage,DocumentArchive,197.65,60,False,3,Q1
2024-03-04,MAC1,Database,ReportingDB,352.95,67,False,3,Q1
2024-03-04,MAC2,Compute,Integration-Gateway,454.0,65,False,3,Q1
2024-03-04,MAC2,Storage,DocumentArchive,188.44,50,False,3,Q1
2024-03-04,MAC2,Database,CustomerDB,319.03,65,False,3,Q1
2024-03-04,MAC3,Compute,OrderProcessing-Service,704.28,75,False,3,Q1
2024-03-04,MAC3,Storage,BackupStorageAccount,234.28,55,False,3,Q1
2024-03-04,MAC3,Database,EmployeeDB,393.18,57,False,3,Q1
2024-03-04,MAC4,Compute,Notification-Service,345.09,63,False,3,Q1
2024-03-04,MAC4,Storage,DataLakeStorage,101.35,65,False,3,Q1
2024-03-04,MAC4,Database,InventoryDB,164.33,58,False,3,Q1
2024-03-04,MAC5,Compute,Analytics-Engine,895.15,63,False,3,Q1
2024-03-04,MAC5,Storage,AuditLogStorage,340.4,60,False,3,Q1
2024-03-04,MAC5,Database,InventoryDB,438.41,63,False,3,Q1
2024-03-04,MAC6,Compute,Integration-Gateway,678.2,70,False,3,Q1
2024-03-04,MAC6,Storage,AuditLogStorage,232.85,71,False,3,Q1
2024-03-04,MAC6,Database,FinanceDB,342.51,75,False,3,Q1
2024-03-05,Finance,Compute,Analytics-Engine,370.8,78,False,3,Q1
2024-03-05,Finance,Storage,AuditLogStorage,128.81,77,False,3,Q1
2024-03-05,Finance,Database,ReportingDB,258.35,71,False,3,Q1
2024-03-05,HR,Compute,OrderProcessing-Service,200.02,63,False,3,Q1
2024-03-05,HR,Storage,DataLakeStorage,72.84,69,False,3,Q1
2024-03-05,HR,Database,CustomerDB,96.72,50,False,3,Q1
2024-03-05,MAC1,Compute,Analytics-Engine,542.65,66,False,3,Q1
2024-03-05,MAC1,Storage,DocumentArchive,213.24,74,False,3,Q1
2024-03-05,MAC1,Database,ReportingDB,284.08,60,False,3,Q1
2024-03-05,MAC2,Compute,Integration-Gateway,407.23,65,False,3,Q1
2024-03-05,MAC2,Storage,DocumentArchive,176.97,68,False,3,Q1
2024-03-05,MAC2,Database,CustomerDB,271.89,72,False,3,Q1
2024-03-05,MAC3,Compute,OrderProcessing-Service,738.23,72,False,3,Q1
2024-03-05,MAC3,Storage,BackupStorageAccount,260.56,69,False,3,Q1
2024-03-05,MAC3,Database,EmployeeDB,379.9,69,False,3,Q1
2024-03-05,MAC4,Compute,Notification-Service,343.07,78,False,3,Q1
2024-03-05,MAC4,Storage,DataLakeStorage,99.89,65,False,3,Q1
2024-03-05,MAC4,Database,InventoryDB,163.04,65,False,3,Q1
2024-03-05,MAC5,Compute,Analytics-Engine,905.01,51,False,3,Q1
2024-03-05,MAC5,Storage,AuditLogStorage,311.27,59,False,3,Q1
2024-03-05,MAC5,Database,InventoryDB,487.14,54,False,3,Q1
2024-03-05,MAC6,Compute,Integration-Gateway,613.37,68,False,3,Q1
2024-03-05,MAC6,Storage,AuditLogStorage,225.24,58,False,3,Q1
2024-03-05,MAC6,Database,FinanceDB,413.31,81,False,3,Q1
2024-03-06,Finance,Compute,Analytics-Engine,350.85,58,False,3,Q1
2024-03-06,Finance,Storage,AuditLogStorage,142.24,63,False,3,Q1
2024-03-06,Finance,Database,ReportingDB,240.6,70,False,3,Q1
2024-03-06,HR,Compute,OrderProcessing-Service,166.37,70,False,3,Q1
2024-03-06,HR,Storage,DataLakeStorage,66.85,61,False,3,Q1
2024-03-06,HR,Database,CustomerDB,113.98,64,False,3,Q1
2024-03-06,MAC1,Compute,Analytics-Engine,474.7,72,False,3,Q1
2024-03-06,MAC1,Storage,DocumentArchive,214.99,68,False,3,Q1
2024-03-06,MAC1,Database,ReportingDB,362.36,59,False,3,Q1
2024-03-06,MAC2,Compute,Integration-Gateway,494.78,64,False,3,Q1
2024-03-06,MAC2,Storage,DocumentArchive,190.47,50,False,3,Q1
2024-03-06,MAC2,Database,CustomerDB,289.87,59,False,3,Q1
2024-03-06,MAC3,Compute,OrderProcessing-Service,705.36,69,False,3,Q1
2024-03-06,MAC3,Storage,BackupStorageAccount,248.5,57,False,3,Q1
2024-03-06,MAC3,Database,EmployeeDB,399.3,57,False,3,Q1
2024-03-06,MAC4,Compute,Notification-Service,323.55,64,False,3,Q1
2024-03-06,MAC4,Storage,DataLakeStorage,81.42,53,False,3,Q1
2024-03-06,MAC4,Database,InventoryDB,166.77,49,False,3,Q1
2024-03-06,MAC5,Compute,Analytics-Engine,787.53,62,False,3,Q1
2024-03-06,MAC5,Storage,AuditLogStorage,379.88,71,False,3,Q1
2024-03-06,MAC5,Database,InventoryDB,475.22,66,False,3,Q1
2024-03-06,MAC6,Compute,Integration-Gateway,573.16,58,False,3,Q1
2024-03-06,MAC6,Storage,AuditLogStorage,207.72,47,False,3,Q1
2024-03-06,MAC6,Database,FinanceDB,369.52,65,False,3,Q1
2024-03-07,Finance,Compute,Analytics-Engine,362.22,61,False,3,Q1
2024-03-07,Finance,Storage,AuditLogStorage,126.53,67,False,3,Q1
2024-03-07,Finance,Database,ReportingDB,217.72,67,False,3,Q1
2024-03-07,HR,Compute,OrderProcessing-Service,180.64,56,False,3,Q1
2024-03-07,HR,Storage,DataLakeStorage,58.67,56,False,3,Q1
2024-03-07,HR,Database,CustomerDB,123.77,71,False,3,Q1
2024-03-07,MAC1,Compute,Analytics-Engine,594.32,71,False,3,Q1
2024-03-07,MAC1,Storage,DocumentArchive,195.42,59,False,3,Q1
2024-03-07,MAC1,Database,ReportingDB,315.81,73,False,3,Q1
2024-03-07,MAC2,Compute,Integration-Gateway,431.24,68,False,3,Q1
2024-03-07,MAC2,Storage,DocumentArchive,191.2,82,False,3,Q1
2024-03-07,MAC2,Database,CustomerDB,282.71,69,False,3,Q1
2024-03-07,MAC3,Compute,OrderProcessing-Service,806.63,66,False,3,Q1
2024-03-07,MAC3,Storage,BackupStorageAccount,231.18,45,False,3,Q1
2024-03-07,MAC3,Database,EmployeeDB,426.05,51,False,3,Q1
2024-03-07,MAC4,Compute,Notification-Service,294.15,67,False,3,Q1
2024-03-07,MAC4,Storage,DataLakeStorage,107.68,68,False,3,Q1
2024-03-07,MAC4,Database,InventoryDB,185.14,75,False,3,Q1
2024-03-07,MAC5,Compute,Analytics-Engine,807.96,56,False,3,Q1
2024-03-07,MAC5,Storage,AuditLogStorage,322.35,69,False,3,Q1
2024-03-07,MAC5,Database,InventoryDB,535.76,71,False,3,Q1
2024-03-07,MAC6,Compute,Integration-Gateway,651.52,58,False,3,Q1
2024-03-07,MAC6,Storage,AuditLogStorage,259.44,81,False,3,Q1
2024-03-07,MAC6,Database,FinanceDB,403.97,81,False,3,Q1
2024-03-08,Finance,Compute,Analytics-Engine,300.9,56,False,3,Q1
2024-03-08,Finance,Storage,AuditLogStorage,122.42,68,False,3,Q1
2024-03-08,Finance,Database,ReportingDB,211.82,68,False,3,Q1
2024-03-08,HR,Compute,OrderProcessing-Service,207.05,74,False,3,Q1
2024-03-08,HR,Storage,DataLakeStorage,64.59,57,False,3,Q1
2024-03-08,HR,Database,CustomerDB,101.69,72,False,3,Q1
2024-03-08,MAC1,Compute,Analytics-Engine,556.44,66,False,3,Q1
2024-03-08,MAC1,Storage,DocumentArchive,196.88,47,False,3,Q1
2024-03-08,MAC1,Database,ReportingDB,292.67,77,False,3,Q1
2024-03-08,MAC2,Compute,Integration-Gateway,406.8,62,False,3,Q1
2024-03-08,MAC2,Storage,DocumentArchive,183.26,57,False,3,Q1
2024-03-08,MAC2,Database,CustomerDB,281.89,73,False,3,Q1
2024-03-08,MAC3,Compute,OrderProcessing-Service,648.99,87,False,3,Q1
2024-03-08,MAC3,Storage,BackupStorageAccount,217.06,68,False,3,Q1
2024-03-08,MAC3,Database,EmployeeDB,377.81,70,False,3,Q1
2024-03-08,MAC4,Compute,Notification-Service,298.23,60,False,3,Q1
2024-03-08,MAC4,Storage,DataLakeStorage,102.67,50,False,3,Q1
2024-03-08,MAC4,Database,InventoryDB,181.18,69,False,3,Q1
2024-03-08,MAC5,Compute,Analytics-Engine,873.84,75,False,3,Q1
2024-03-08,MAC5,Storage,AuditLogStorage,336.21,67,False,3,Q1
2024-03-08,MAC5,Database,InventoryDB,441.58,56,False,3,Q1
2024-03-08,MAC6,Compute,Integration-Gateway,619.25,79,False,3,Q1
2024-03-08,MAC6,Storage,AuditLogStorage,213.38,64,False,3,Q1
2024-03-08,MAC6,Database,FinanceDB,336.3,71,False,3,Q1
2024-03-09,Finance,Compute,Analytics-Engine,276.94,82,True,3,Q1
2024-03-09,Finance,Storage,AuditLogStorage,91.68,59,True,3,Q1
2024-03-09,Finance,Database,ReportingDB,178.54,70,True,3,Q1
2024-03-09,HR,Compute,OrderProcessing-Service,138.99,57,True,3,Q1
2024-03-09,HR,Storage,DataLakeStorage,51.24,73,True,3,Q1
2024-03-09,HR,Database,CustomerDB,76.62,73,True,3,Q1
2024-03-09,MAC1,Compute,Analytics-Engine,434.27,69,True,3,Q1
2024-03-09,MAC1,Storage,DocumentArchive,155.41,69,True,3,Q1
2024-03-09,MAC1,Database,ReportingDB,225.94,62,True,3,Q1
2024-03-09,MAC2,Compute,Integration-Gateway,284.46,65,True,3,Q1
2024-03-09,MAC2,Storage,DocumentArchive,112.52,72,True,3,Q1
2024-03-09,MAC2,Database,CustomerDB,205.05,62,True,3,Q1
2024-03-09,MAC3,Compute,OrderProcessing-Service,466.93,60,True,3,Q1
2024-03-09,MAC3,Storage,BackupStorageAccount,211.5,49,True,3,Q1
2024-03-09,MAC3,Database,EmployeeDB,320.18,71,True,3,Q1
2024-03-09,MAC4,Compute,Notification-Service,197.27,53,True,3,Q1
2024-03-09,MAC4,Storage,DataLakeStorage,86.67,62,True,3,Q1
2024-03-09,MAC4,Database,InventoryDB,118.93,70,True,3,Q1
2024-03-09,MAC5,Compute,Analytics-Engine,647.55,58,True,3,Q1
2024-03-09,MAC5,Storage,AuditLogStorage,251.98,57,True,3,Q1
2024-03-09,MAC5,Database,InventoryDB,392.0,76,True,3,Q1
2024-03-09,MAC6,Compute,Integration-Gateway,446.99,69,True,3,Q1
2024-03-09,MAC6,Storage,AuditLogStorage,188.14,69,True,3,Q1
2024-03-09,MAC6,Database,FinanceDB,248.85,65,True,3,Q1
2024-03-10,Finance,Compute,Analytics-Engine,289.84,62,True,3,Q1
2024-03-10,Finance,Storage,AuditLogStorage,90.45,67,True,3,Q1
2024-03-10,Finance,Database,ReportingDB,164.88,56,True,3,Q1
2024-03-10,HR,Compute,OrderProcessing-Service,145.58,86,True,3,Q1
2024-03-10,HR,Storage,DataLakeStorage,45.92,58,True,3,Q1
2024-03-10,HR,Database,CustomerDB,68.42,62,True,3,Q1
2024-03-10,MAC1,Compute,Analytics-Engine,408.28,71,True,3,Q1
2024-03-10,MAC1,Storage,DocumentArchive,145.86,60,True,3,Q1
2024-03-10,MAC1,Database,ReportingDB,209.23,68,True,3,Q1
2024-03-10,MAC2,Compute,Integration-Gateway,348.4,55,True,3,Q1
2024-03-10,MAC2,Storage,DocumentArchive,136.94,74,True,3,Q1
2024-03-10,MAC2,Database,CustomerDB,221.27,58,True,3,Q1
2024-03-10,MAC3,Compute,OrderProcessing-Service,413.78,59,True,3,Q1
2024-03-10,MAC3,Storage,BackupStorageAccount,186.7,80,True,3,Q1
2024-03-10,MAC3,Database,EmployeeDB,290.01,65,True,3,Q1
2024-03-10,MAC4,Compute,Notification-Service,189.32,71,True,3,Q1
2024-03-10,MAC4,Storage,DataLakeStorage,66.62,75,True,3,Q1
2024-03-10,MAC4,Database,InventoryDB,120.94,76,True,3,Q1
2024-03-10,MAC5,Compute,Analytics-Engine,628.17,65,True,3,Q1
2024-03-10,MAC5,Storage,AuditLogStorage,224.34,60,True,3,Q1
2024-03-10,MAC5,Database,InventoryDB,352.13,66,True,3,Q1
2024-03-10,MAC6,Compute,Integration-Gateway,385.79,62,True,3,Q1
2024-03-10,MAC6,Storage,AuditLogStorage,156.76,48,True,3,Q1
2024-03-10,MAC6,Database,FinanceDB,269.15,58,True,3,Q1
2024-03-11,Finance,Compute,Analytics-Engine,331.64,48,False,3,Q1
2024-03-11,Finance,Storage,AuditLogStorage,117.35,49,False,3,Q1
2024-03-11,Finance,Database,ReportingDB,229.75,78,False,3,Q1
2024-03-11,HR,Compute,OrderProcessing-Service,188.21,64,False,3,Q1
2024-03-11,HR,Storage,DataLakeStorage,68.63,67,False,3,Q1
2024-03-11,HR,Database,CustomerDB,114.15,55,False,3,Q1
2024-03-11,MAC1,Compute,Analytics-Engine,615.92,83,False,3,Q1
2024-03-11,MAC1,Storage,DocumentArchive,185.72,52,False,3,Q1
2024-03-11,MAC1,Database,ReportingDB,329.7,56,False,3,Q1
2024-03-11,MAC2,Compute,Integration-Gateway,496.97,60,False,3,Q1
2024-03-11,MAC2,Storage,DocumentArchive,209.68,80,False,3,Q1
2024-03-11,MAC2,Database,CustomerDB,297.72,73,False,3,Q1
2024-03-11,MAC3,Compute,OrderProcessing-Service,743.95,63,False,3,Q1
2024-03-11,MAC3,Storage,BackupStorageAccount,246.83,63,False,3,Q1
2024-03-11,MAC3,Database,EmployeeDB,431.72,68,False,3,Q1
2024-03-11,MAC4,Compute,Notification-Service,265.1,54,False,3,Q1
2024-03-11,MAC4,Storage,DataLakeStorage,105.55,64,False,3,Q1
2024-03-11,MAC4,Database,InventoryDB,210.75,59,False,3,Q1
2024-03-11,MAC5,Compute,Analytics-Engine,912.19,78,False,3,Q1
2024-03-11,MAC5,Storage,AuditLogStorage,407.02,68,False,3,Q1
2024-03-11,MAC5,Database,InventoryDB,520.68,70,False,3,Q1
2024-03-11,MAC6,Compute,Integration-Gateway,605.11,64,False,3,Q1
2024-03-11,MAC6,Storage,AuditLogStorage,237.14,45,False,3,Q1
2024-03-11,MAC6,Database,FinanceDB,402.76,67,False,3,Q1
2024-03-12,Finance,Compute,Analytics-Engine,358.93,80,False,3,Q1
2024-03-12,Finance,Storage,AuditLogStorage,129.64,59,False,3,Q1
2024-03-12,Finance,Database,ReportingDB,282.43,63,False,3,Q1
2024-03-12,HR,Compute,OrderProcessing-Service,187.85,62,False,3,Q1
2024-03-12,HR,Storage,DataLakeStorage,70.98,69,False,3,Q1
2024-03-12,HR,Database,CustomerDB,102.99,57,False,3,Q1
2024-03-12,MAC1,Compute,Analytics-Engine,525.21,62,False,3,Q1
2024-03-12,MAC1,Storage,DocumentArchive,221.99,69,False,3,Q1
2024-03-12,MAC1,Database,ReportingDB,289.42,68,False,3,Q1
2024-03-12,MAC2,Compute,Integration-Gateway,487.47,76,False,3,Q1
2024-03-12,MAC2,Storage,DocumentArchive,185.15,75,False,3,Q1
2024-03-12,MAC2,Database,CustomerDB,303.78,77,False,3,Q1
2024-03-12,MAC3,Compute,OrderProcessing-Service,712.4,65,False,3,Q1
2024-03-12,MAC3,Storage,BackupStorageAccount,312.24,78,False,3,Q1
2024-03-12,MAC3,Database,EmployeeDB,422.63,56,False,3,Q1
2024-03-12,MAC4,Compute,Notification-Service,272.15,63,False,3,Q1
2024-03-12,MAC4,Storage,DataLakeStorage,107.43,60,False,3,Q1
2024-03-12,MAC4,Database,InventoryDB,184.11,78,False,3,Q1
2024-03-12,MAC5,Compute,Analytics-Engine,926.07,57,False,3,Q1
2024-03-12,MAC5,Storage,AuditLogStorage,341.56,58,False,3,Q1
2024-03-12,MAC5,Database,InventoryDB,485.75,60,False,3,Q1
2024-03-12,MAC6,Compute,Integration-Gateway,573.17,53,False,3,Q1
2024-03-12,MAC6,Storage,AuditLogStorage,226.87,60,False,3,Q1
2024-03-12,MAC6,Database,FinanceDB,292.49,73,False,3,Q1
2024-03-13,Finance,Compute,Analytics-Engine,397.34,65,False,3,Q1
2024-03-13,Finance,Storage,AuditLogStorage,137.27,55,False,3,Q1
2024-03-13,Finance,Database,ReportingDB,276.73,84,False,3,Q1
2024-03-13,HR,Compute,OrderProcessing-Service,198.98,73,False,3,Q1
2024-03-13,HR,Storage,DataLakeStorage,67.45,54,False,3,Q1
2024-03-13,HR,Database,CustomerDB,111.1,64,False,3,Q1
2024-03-13,MAC1,Compute,Analytics-Engine,532.13,61,False,3,Q1
2024-03-13,MAC1,Storage,DocumentArchive,213.18,64,False,3,Q1
2024-03-13,MAC1,Database,ReportingDB,338.87,56,False,3,Q1
2024-03-13,MAC2,Compute,Integration-Gateway,450.58,52,False,3,Q1
2024-03-13,MAC2,Storage,DocumentArchive,192.86,50,False,3,Q1
2024-03-13,MAC2,Database,CustomerDB,320.0,79,False,3,Q1
2024-03-13,MAC3,Compute,OrderProcessing-Service,667.63,43,False,3,Q1
2024-03-13,MAC3,Storage,BackupStorageAccount,256.7,63,False,3,Q1
2024-03-13,MAC3,Database,EmployeeDB,371.6,58,False,3,Q1
2024-03-13,MAC4,Compute,Notification-Service,340.62,74,False,3,Q1
2024-03-13,MAC4,Storage,DataLakeStorage,98.36,49,False,3,Q1
2024-03-13,MAC4,Database,InventoryDB,177.32,62,False,3,Q1
2024-03-13,MAC5,Compute,Analytics-Engine,912.65,62,False,3,Q1
2024-03-13,MAC5,Storage,AuditLogStorage,358.96,81,False,3,Q1
2024-03-13,MAC5,Database,InventoryDB,534.32,66,False,3,Q1
2024-03-13,MAC6,Compute,Integration-Gateway,587.37,61,False,3,Q1
2024-03-13,MAC6,Storage,AuditLogStorage,250.93,63,False,3,Q1
2024-03-13,MAC6,Database,FinanceDB,383.5,65,False,3,Q1
2024-03-14,Finance,Compute,Analytics-Engine,350.91,52,False,3,Q1
2024-03-14,Finance,Storage,AuditLogStorage,140.64,65,False,3,Q1
2024-03-14,Finance,Database,ReportingDB,253.48,62,False,3,Q1
2024-03-14,HR,Compute,OrderProcessing-Service,215.73,61,False,3,Q1
2024-03-14,HR,Storage,DataLakeStorage,75.63,55,False,3,Q1
2024-03-14,HR,Database,CustomerDB,118.89,70,False,3,Q1
2024-03-14,MAC1,Compute,Analytics-Engine,517.22,66,False,3,Q1
2024-03-14,MAC1,Storage,DocumentArchive,236.8,50,False,3,Q1
2024-03-14,MAC1,Database,ReportingDB,351.14,46,False,3,Q1
2024-03-14,MAC2,Compute,Integration-Gateway,441.24,75,False,3,Q1
2024-03-14,MAC2,Storage,DocumentArchive,170.6,53,False,3,Q1
2024-03-14,MAC2,Database,CustomerDB,288.44,80,False,3,Q1
2024-03-14,MAC3,Compute,OrderProcessing-Service,584.21,51,False,3,Q1
2024-03-14,MAC3,Storage,BackupStorageAccount,296.15,84,False,3,Q1
2024-03-14,MAC3,Database,EmployeeDB,401.14,54,False,3,Q1
2024-03-14,MAC4,Compute,Notification-Service,354.41,83,False,3,Q1
2024-03-14,MAC4,Storage,DataLakeStorage,112.0,60,False,3,Q1
2024-03-14,MAC4,Database,InventoryDB,181.4,63,False,3,Q1
2024-03-14,MAC5,Compute,Analytics-Engine,901.59,77,False,3,Q1
2024-03-14,MAC5,Storage,AuditLogStorage,369.34,58,False,3,Q1
2024-03-14,MAC5,Database,InventoryDB,557.18,71,False,3,Q1
2024-03-14,MAC6,Compute,Integration-Gateway,629.03,78,False,3,Q1
2024-03-14,MAC6,Storage,AuditLogStorage,208.94,61,False,3,Q1
2024-03-14,MAC6,Database,FinanceDB,365.97,50,False,3,Q1
